Name,Id,Type,Defense,MagicResist,IconIdx,Quality,BasePrice,PriceRate,HairSettingF,HairSettingM,ReqStat1,ReqAmount1,ReqStat2,ReqAmount2,BonusStat1,BonusAmount1,BonusStat2,BonusAmount2,Durability,Weight,FieldItemId,MeshFemale,MeshMale,StlKey,DisplayName,Description
cap_513,513,122,18,14,144,42,2950,0,LCAP062,2,31,44,,,28,1,0,0,52,2,235,/Game/Characters/Modular/Female/cap_513/cap_513/SkeletalMeshes/cap_513,/Game/Characters/Modular/Male/cap_513/cap_513/SkeletalMeshes/cap_513,LCAP062,Green Hat of Witch,A hat which is favored by well-experienced Mages.
cap_514,514,122,13,11,145,30,6500,0,LCAP063,2,31,53,,,28,2,0,0,37,2,235,/Game/Characters/Modular/Female/cap_514/cap_514/SkeletalMeshes/cap_514,/Game/Characters/Modular/Male/cap_514/cap_514/SkeletalMeshes/cap_514,LCAP063,Purple Hat of Witch,A hat which is favored by very well-experienced Mages.
cap_515,515,122,14,12,145,30,6500,0,LCAP063,2,31,55,,,28,2,0,0,38,2,235,/Game/Characters/Modular/Female/cap_515/cap_515/SkeletalMeshes/cap_515,/Game/Characters/Modular/Male/cap_515/cap_515/SkeletalMeshes/cap_515,LCAP063,Purple Hat of Witch,A hat which is favored by very well-experienced Mages.
cap_516,516,122,16,13,145,30,6500,0,LCAP063,2,31,58,,,28,2,0,0,38,2,235,/Game/Characters/Modular/Female/cap_516/cap_516/SkeletalMeshes/cap_516,/Game/Characters/Modular/Male/cap_516/cap_516/SkeletalMeshes/cap_516,LCAP063,Purple Hat of Witch,A hat which is favored by very well-experienced Mages.
cap_517,517,122,16,14,145,36,6500,0,LCAP063,2,31,52,,,28,2,0,0,41,2,235,/Game/Characters/Modular/Female/cap_517/cap_517/SkeletalMeshes/cap_517,/Game/Characters/Modular/Male/cap_517/cap_517/SkeletalMeshes/cap_517,LCAP063,Purple Hat of Witch,A hat which is favored by very well-experienced Mages.
cap_518,518,122,18,15,145,40,6500,0,LCAP063,2,31,56,,,28,2,0,0,46,2,235,/Game/Characters/Modular/Female/cap_518/cap_518/SkeletalMeshes/cap_518,/Game/Characters/Modular/Male/cap_518/cap_518/SkeletalMeshes/cap_518,LCAP063,Purple Hat of Witch,A hat which is favored by very well-experienced Mages.
cap_519,519,122,21,17,145,45,6500,0,LCAP063,2,31,61,,,28,2,0,0,51,2,235,/Game/Characters/Modular/Female/cap_519/cap_519/SkeletalMeshes/cap_519,/Game/Characters/Modular/Male/cap_519/cap_519/SkeletalMeshes/cap_519,LCAP063,Purple Hat of Witch,A hat which is favored by very well-experienced Mages.
cap_520,520,122,23,18,145,48,6500,0,LCAP063,2,31,64,,,28,2,0,0,54,2,235,/Game/Characters/Modular/Female/cap_520/cap_520/SkeletalMeshes/cap_520,/Game/Characters/Modular/Male/cap_520/cap_520/SkeletalMeshes/cap_520,LCAP063,Purple Hat of Witch,A hat which is favored by very well-experienced Mages.
cap_521,521,122,18,15,146,36,12250,0,LCAP064,2,31,73,,,28,2,0,0,39,2,235,/Game/Characters/Modular/Female/cap_521/cap_521/SkeletalMeshes/cap_521,/Game/Characters/Modular/Male/cap_521/cap_521/SkeletalMeshes/cap_521,LCAP064,Violet Beret,A fashionable beret which is favored by powerful Mages.
cap_522,522,122,19,16,146,36,12250,0,LCAP064,2,31,75,,,28,2,0,0,40,2,235,/Game/Characters/Modular/Female/cap_522/cap_522/SkeletalMeshes/cap_522,/Game/Characters/Modular/Male/cap_522/cap_522/SkeletalMeshes/cap_522,LCAP064,Violet Beret,A fashionable beret which is favored by powerful Mages.
cap_523,523,122,20,17,146,36,12250,0,LCAP064,2,31,78,,,28,2,0,0,40,2,235,/Game/Characters/Modular/Female/cap_523/cap_523/SkeletalMeshes/cap_523,/Game/Characters/Modular/Male/cap_523/cap_523/SkeletalMeshes/cap_523,LCAP064,Violet Beret,A fashionable beret which is favored by powerful Mages.
cap_524,524,122,21,18,146,42,12250,0,LCAP064,2,31,72,,,28,2,0,0,43,2,235,/Game/Characters/Modular/Female/cap_524/cap_524/SkeletalMeshes/cap_524,/Game/Characters/Modular/Male/cap_524/cap_524/SkeletalMeshes/cap_524,LCAP064,Violet Beret,A fashionable beret which is favored by powerful Mages.
cap_525,525,122,24,20,146,46,12250,0,LCAP064,2,31,76,,,28,2,0,0,48,2,235,/Game/Characters/Modular/Female/cap_525/cap_525/SkeletalMeshes/cap_525,/Game/Characters/Modular/Male/cap_525/cap_525/SkeletalMeshes/cap_525,LCAP064,Violet Beret,A fashionable beret which is favored by powerful Mages.
cap_526,526,122,27,22,146,51,12250,0,LCAP064,2,31,81,,,28,2,0,0,53,2,235,/Game/Characters/Modular/Female/cap_526/cap_526/SkeletalMeshes/cap_526,/Game/Characters/Modular/Male/cap_526/cap_526/SkeletalMeshes/cap_526,LCAP064,Violet Beret,A fashionable beret which is favored by powerful Mages.
cap_527,527,122,29,23,146,54,12250,0,LCAP064,2,31,84,,,28,2,0,0,56,2,235,/Game/Characters/Modular/Female/cap_527/cap_527/SkeletalMeshes/cap_527,/Game/Characters/Modular/Male/cap_527/cap_527/SkeletalMeshes/cap_527,LCAP064,Violet Beret,A fashionable beret which is favored by powerful Mages.
cap_528,528,122,22,18,147,41,21200,0,LCAP065,2,31,91,,,28,3,0,0,41,2,235,/Game/Characters/Modular/Female/cap_528/cap_528/SkeletalMeshes/cap_528,/Game/Characters/Modular/Male/cap_528/cap_528/SkeletalMeshes/cap_528,LCAP065,Hat of Shadow,A hat that is rumored to cover its wearer in shadow.
cap_529,529,122,23,19,147,41,21200,0,LCAP065,2,31,93,,,28,3,0,0,41,2,235,/Game/Characters/Modular/Female/cap_529/cap_529/SkeletalMeshes/cap_529,/Game/Characters/Modular/Male/cap_529/cap_529/SkeletalMeshes/cap_529,LCAP065,Hat of Shadow,A hat that is rumored to cover its wearer in shadow.
cap_530,530,122,25,20,147,41,21200,0,LCAP065,2,31,96,,,28,3,0,0,42,2,235,/Game/Characters/Modular/Female/cap_530/cap_530/SkeletalMeshes/cap_530,/Game/Characters/Modular/Male/cap_530/cap_530/SkeletalMeshes/cap_530,LCAP065,Hat of Shadow,A hat that is rumored to cover its wearer in shadow.
cap_531,531,122,26,22,147,47,21200,0,LCAP065,2,31,90,,,28,3,0,0,45,2,235,/Game/Characters/Modular/Female/cap_531/cap_531/SkeletalMeshes/cap_531,/Game/Characters/Modular/Male/cap_531/cap_531/SkeletalMeshes/cap_531,LCAP065,Hat of Shadow,A hat that is rumored to cover its wearer in shadow.
cap_532,532,122,29,24,147,51,21200,0,LCAP065,2,31,94,,,28,3,0,0,49,2,235,/Game/Characters/Modular/Female/cap_532/cap_532/SkeletalMeshes/cap_532,/Game/Characters/Modular/Male/cap_532/cap_532/SkeletalMeshes/cap_532,LCAP065,Hat of Shadow,A hat that is rumored to cover its wearer in shadow.
cap_533,533,122,32,26,147,56,21200,0,LCAP065,2,31,99,,,28,3,0,0,55,2,235,/Game/Characters/Modular/Female/cap_533/cap_533/SkeletalMeshes/cap_533,/Game/Characters/Modular/Male/cap_533/cap_533/SkeletalMeshes/cap_533,LCAP065,Hat of Shadow,A hat that is rumored to cover its wearer in shadow.
cap_534,534,122,34,27,147,59,21200,0,LCAP065,2,31,102,,,28,3,0,0,58,2,235,/Game/Characters/Modular/Female/cap_534/cap_534/SkeletalMeshes/cap_534,/Game/Characters/Modular/Male/cap_534/cap_534/SkeletalMeshes/cap_534,LCAP065,Hat of Shadow,A hat that is rumored to cover its wearer in shadow.
cap_535,535,122,26,22,148,46,32150,0,LCAP066,2,31,107,,,28,3,0,0,43,2,235,/Game/Characters/Modular/Female/cap_535/cap_535/SkeletalMeshes/cap_535,/Game/Characters/Modular/Male/cap_535/cap_535/SkeletalMeshes/cap_535,LCAP066,Velvet Hat of Witch,A hat that contains magical energy.
cap_536,536,122,27,22,148,46,32150,0,LCAP066,2,31,109,,,28,3,0,0,43,2,235,/Game/Characters/Modular/Female/cap_536/cap_536/SkeletalMeshes/cap_536,/Game/Characters/Modular/Male/cap_536/cap_536/SkeletalMeshes/cap_536,LCAP066,Velvet Hat of Witch,A hat that contains magical energy.
cap_537,537,122,29,24,148,46,32150,0,LCAP066,2,31,112,,,28,3,0,0,43,2,235,/Game/Characters/Modular/Female/cap_537/cap_537/SkeletalMeshes/cap_537,/Game/Characters/Modular/Male/cap_537/cap_537/SkeletalMeshes/cap_537,LCAP066,Velvet Hat of Witch,A hat that contains magical energy.
cap_538,538,122,31,26,148,52,32150,0,LCAP066,2,31,106,,,28,3,0,0,47,2,235,/Game/Characters/Modular/Female/cap_538/cap_538/SkeletalMeshes/cap_538,/Game/Characters/Modular/Male/cap_538/cap_538/SkeletalMeshes/cap_538,LCAP066,Velvet Hat of Witch,A hat that contains magical energy.
cap_539,539,122,34,27,148,56,32150,0,LCAP066,2,31,110,,,28,3,0,0,51,2,235,/Game/Characters/Modular/Female/cap_539/cap_539/SkeletalMeshes/cap_539,/Game/Characters/Modular/Male/cap_539/cap_539/SkeletalMeshes/cap_539,LCAP066,Velvet Hat of Witch,A hat that contains magical energy.
cap_540,540,122,37,30,148,61,32150,0,LCAP066,2,31,115,,,28,3,0,0,57,2,235,/Game/Characters/Modular/Female/cap_540/cap_540/SkeletalMeshes/cap_540,/Game/Characters/Modular/Male/cap_540/cap_540/SkeletalMeshes/cap_540,LCAP066,Velvet Hat of Witch,A hat that contains magical energy.
cap_541,541,122,39,31,148,64,32150,0,LCAP066,2,31,118,,,28,3,0,0,60,2,235,/Game/Characters/Modular/Female/cap_541/cap_541/SkeletalMeshes/cap_541,/Game/Characters/Modular/Male/cap_541/cap_541/SkeletalMeshes/cap_541,LCAP066,Velvet Hat of Witch,A hat that contains magical energy.
cap_542,542,122,30,25,149,51,49500,0,LCAP067,0,31,122,,,28,4,0,0,44,2,235,/Game/Characters/Modular/Female/cap_542/cap_542/SkeletalMeshes/cap_542,/Game/Characters/Modular/Male/cap_542/cap_542/SkeletalMeshes/cap_542,LCAP067,Heaven's Bonnet,A hat which is said to be worn by those from heaven.
cap_543,543,122,31,26,149,51,49500,0,LCAP067,0,31,124,,,28,4,0,0,44,2,235,/Game/Characters/Modular/Female/cap_543/cap_543/SkeletalMeshes/cap_543,/Game/Characters/Modular/Male/cap_543/cap_543/SkeletalMeshes/cap_543,LCAP067,Heaven's Bonnet,A hat which is said to be worn by those from heaven.
cap_544,544,122,33,28,149,51,49500,0,LCAP067,0,31,127,,,28,4,0,0,45,2,235,/Game/Characters/Modular/Female/cap_544/cap_544/SkeletalMeshes/cap_544,/Game/Characters/Modular/Male/cap_544/cap_544/SkeletalMeshes/cap_544,LCAP067,Heaven's Bonnet,A hat which is said to be worn by those from heaven.
cap_545,545,122,35,30,149,56,49500,0,LCAP067,0,31,121,,,28,4,0,0,47,2,235,/Game/Characters/Modular/Female/cap_545/cap_545/SkeletalMeshes/cap_545,/Game/Characters/Modular/Male/cap_545/cap_545/SkeletalMeshes/cap_545,LCAP067,Heaven's Bonnet,A hat which is said to be worn by those from heaven.
cap_546,546,122,36,31,149,58,49500,0,LCAP067,0,31,123,,,28,4,0,0,49,2,235,/Game/Characters/Modular/Female/cap_546/cap_546/SkeletalMeshes/cap_546,/Game/Characters/Modular/Male/cap_546/cap_546/SkeletalMeshes/cap_546,LCAP067,Heaven's Bonnet,A hat which is said to be worn by those from heaven.
cap_547,547,122,39,32,149,61,49500,0,LCAP067,0,31,126,,,28,4,0,0,53,2,235,/Game/Characters/Modular/Female/cap_547/cap_547/SkeletalMeshes/cap_547,/Game/Characters/Modular/Male/cap_547/cap_547/SkeletalMeshes/cap_547,LCAP067,Heaven's Bonnet,A hat which is said to be worn by those from heaven.
cap_548,548,122,41,33,149,64,49500,0,LCAP067,0,31,129,,,28,4,0,0,56,2,235,/Game/Characters/Modular/Female/cap_548/cap_548/SkeletalMeshes/cap_548,/Game/Characters/Modular/Male/cap_548/cap_548/SkeletalMeshes/cap_548,LCAP067,Heaven's Bonnet,A hat which is said to be worn by those from heaven.
cap_549,549,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_549/cap_549/SkeletalMeshes/cap_549,/Game/Characters/Modular/Male/cap_549/cap_549/SkeletalMeshes/cap_549,,,
cap_550,550,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_550/cap_550/SkeletalMeshes/cap_550,/Game/Characters/Modular/Male/cap_550/cap_550/SkeletalMeshes/cap_550,,,
cap_551,551,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_551/cap_551/SkeletalMeshes/cap_551,/Game/Characters/Modular/Male/cap_551/cap_551/SkeletalMeshes/cap_551,,,
cap_552,552,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_552/cap_552/SkeletalMeshes/cap_552,/Game/Characters/Modular/Male/cap_552/cap_552/SkeletalMeshes/cap_552,,,
cap_553,553,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_553/cap_553/SkeletalMeshes/cap_553,/Game/Characters/Modular/Male/cap_553/cap_553/SkeletalMeshes/cap_553,,,
cap_554,554,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_554/cap_554/SkeletalMeshes/cap_554,/Game/Characters/Modular/Male/cap_554/cap_554/SkeletalMeshes/cap_554,,,
cap_555,555,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_555/cap_555/SkeletalMeshes/cap_555,/Game/Characters/Modular/Male/cap_555/cap_555/SkeletalMeshes/cap_555,,,
cap_556,556,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_556/cap_556/SkeletalMeshes/cap_556,/Game/Characters/Modular/Male/cap_556/cap_556/SkeletalMeshes/cap_556,,,
cap_557,557,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_557/cap_557/SkeletalMeshes/cap_557,/Game/Characters/Modular/Male/cap_557/cap_557/SkeletalMeshes/cap_557,,,
cap_558,558,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_558/cap_558/SkeletalMeshes/cap_558,/Game/Characters/Modular/Male/cap_558/cap_558/SkeletalMeshes/cap_558,,,
cap_559,559,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_559/cap_559/SkeletalMeshes/cap_559,/Game/Characters/Modular/Male/cap_559/cap_559/SkeletalMeshes/cap_559,,,
cap_560,560,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_560/cap_560/SkeletalMeshes/cap_560,/Game/Characters/Modular/Male/cap_560/cap_560/SkeletalMeshes/cap_560,,,
cap_561,561,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_561/cap_561/SkeletalMeshes/cap_561,/Game/Characters/Modular/Male/cap_561/cap_561/SkeletalMeshes/cap_561,,,
cap_562,562,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_562/cap_562/SkeletalMeshes/cap_562,/Game/Characters/Modular/Male/cap_562/cap_562/SkeletalMeshes/cap_562,,,
cap_563,563,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_563/cap_563/SkeletalMeshes/cap_563,/Game/Characters/Modular/Male/cap_563/cap_563/SkeletalMeshes/cap_563,,,
cap_564,564,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_564/cap_564/SkeletalMeshes/cap_564,/Game/Characters/Modular/Male/cap_564/cap_564/SkeletalMeshes/cap_564,,,
cap_565,565,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_565/cap_565/SkeletalMeshes/cap_565,/Game/Characters/Modular/Male/cap_565/cap_565/SkeletalMeshes/cap_565,,,
cap_566,566,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_566/cap_566/SkeletalMeshes/cap_566,/Game/Characters/Modular/Male/cap_566/cap_566/SkeletalMeshes/cap_566,,,
cap_567,567,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_567/cap_567/SkeletalMeshes/cap_567,/Game/Characters/Modular/Male/cap_567/cap_567/SkeletalMeshes/cap_567,,,
cap_568,568,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_568/cap_568/SkeletalMeshes/cap_568,/Game/Characters/Modular/Male/cap_568/cap_568/SkeletalMeshes/cap_568,,,
cap_569,569,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_569/cap_569/SkeletalMeshes/cap_569,/Game/Characters/Modular/Male/cap_569/cap_569/SkeletalMeshes/cap_569,,,
cap_570,570,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_570/cap_570/SkeletalMeshes/cap_570,/Game/Characters/Modular/Male/cap_570/cap_570/SkeletalMeshes/cap_570,,,
cap_571,571,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_571/cap_571/SkeletalMeshes/cap_571,/Game/Characters/Modular/Male/cap_571/cap_571/SkeletalMeshes/cap_571,,,
cap_572,572,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_572/cap_572/SkeletalMeshes/cap_572,/Game/Characters/Modular/Male/cap_572/cap_572/SkeletalMeshes/cap_572,,,
cap_573,573,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_573/cap_573/SkeletalMeshes/cap_573,/Game/Characters/Modular/Male/cap_573/cap_573/SkeletalMeshes/cap_573,,,
cap_574,574,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_574/cap_574/SkeletalMeshes/cap_574,/Game/Characters/Modular/Male/cap_574/cap_574/SkeletalMeshes/cap_574,,,
cap_575,575,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_575/cap_575/SkeletalMeshes/cap_575,/Game/Characters/Modular/Male/cap_575/cap_575/SkeletalMeshes/cap_575,,,
cap_576,576,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_576/cap_576/SkeletalMeshes/cap_576,/Game/Characters/Modular/Male/cap_576/cap_576/SkeletalMeshes/cap_576,,,
cap_577,577,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_577/cap_577/SkeletalMeshes/cap_577,/Game/Characters/Modular/Male/cap_577/cap_577/SkeletalMeshes/cap_577,,,
cap_578,578,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_578/cap_578/SkeletalMeshes/cap_578,/Game/Characters/Modular/Male/cap_578/cap_578/SkeletalMeshes/cap_578,,,
cap_579,579,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_579/cap_579/SkeletalMeshes/cap_579,/Game/Characters/Modular/Male/cap_579/cap_579/SkeletalMeshes/cap_579,,,
cap_580,580,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_580/cap_580/SkeletalMeshes/cap_580,/Game/Characters/Modular/Male/cap_580/cap_580/SkeletalMeshes/cap_580,,,
cap_581,581,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_581/cap_581/SkeletalMeshes/cap_581,/Game/Characters/Modular/Male/cap_581/cap_581/SkeletalMeshes/cap_581,,,
cap_582,582,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_582/cap_582/SkeletalMeshes/cap_582,/Game/Characters/Modular/Male/cap_582/cap_582/SkeletalMeshes/cap_582,,,
cap_583,583,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_583/cap_583/SkeletalMeshes/cap_583,/Game/Characters/Modular/Male/cap_583/cap_583/SkeletalMeshes/cap_583,,,
cap_584,584,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_584/cap_584/SkeletalMeshes/cap_584,/Game/Characters/Modular/Male/cap_584/cap_584/SkeletalMeshes/cap_584,,,
cap_585,585,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_585/cap_585/SkeletalMeshes/cap_585,/Game/Characters/Modular/Male/cap_585/cap_585/SkeletalMeshes/cap_585,,,
cap_601,601,123,8,3,182,21,1350,0,LCAP091,2,31,12,,,0,0,0,0,33,2,231,/Game/Characters/Modular/Female/cap_601/cap_601/SkeletalMeshes/cap_601,/Game/Characters/Modular/Male/cap_601/cap_601/SkeletalMeshes/cap_601,LCAP091,Hunter Hat,A hat which helps you in harmonizing with nature.
cap_602,602,123,9,4,182,21,1350,0,LCAP091,2,31,14,,,0,0,0,0,33,2,231,/Game/Characters/Modular/Female/cap_602/cap_602/SkeletalMeshes/cap_602,/Game/Characters/Modular/Male/cap_602/cap_602/SkeletalMeshes/cap_602,LCAP091,Hunter Hat,A hat which helps you in harmonizing with nature.
cap_603,603,123,10,5,182,21,1350,0,LCAP091,2,31,17,,,0,0,0,0,34,2,231,/Game/Characters/Modular/Female/cap_603/cap_603/SkeletalMeshes/cap_603,/Game/Characters/Modular/Male/cap_603/cap_603/SkeletalMeshes/cap_603,LCAP091,Hunter Hat,A hat which helps you in harmonizing with nature.
cap_604,604,123,10,5,182,26,1350,0,LCAP091,2,31,11,,,0,0,0,0,36,2,231,/Game/Characters/Modular/Female/cap_604/cap_604/SkeletalMeshes/cap_604,/Game/Characters/Modular/Male/cap_604/cap_604/SkeletalMeshes/cap_604,LCAP091,Hunter Hat,A hat which helps you in harmonizing with nature.
cap_605,605,123,12,6,182,30,1350,0,LCAP091,2,31,15,,,0,0,0,0,41,2,231,/Game/Characters/Modular/Female/cap_605/cap_605/SkeletalMeshes/cap_605,/Game/Characters/Modular/Male/cap_605/cap_605/SkeletalMeshes/cap_605,LCAP091,Hunter Hat,A hat which helps you in harmonizing with nature.
cap_606,606,123,14,8,182,35,1350,0,LCAP091,2,31,20,,,0,0,0,0,46,2,231,/Game/Characters/Modular/Female/cap_606/cap_606/SkeletalMeshes/cap_606,/Game/Characters/Modular/Male/cap_606/cap_606/SkeletalMeshes/cap_606,LCAP091,Hunter Hat,A hat which helps you in harmonizing with nature.
cap_607,607,123,12,6,183,27,3100,0,LCAP092,2,31,33,,,0,0,0,0,35,2,231,/Game/Characters/Modular/Female/cap_607/cap_607/SkeletalMeshes/cap_607,/Game/Characters/Modular/Male/cap_607/cap_607/SkeletalMeshes/cap_607,LCAP092,Criker Hat,A light hat which is well designed for hunters.
cap_608,608,123,13,6,183,27,3100,0,LCAP092,2,31,35,,,0,0,0,0,36,2,231,/Game/Characters/Modular/Female/cap_608/cap_608/SkeletalMeshes/cap_608,/Game/Characters/Modular/Male/cap_608/cap_608/SkeletalMeshes/cap_608,LCAP092,Criker Hat,A light hat which is well designed for hunters.
cap_609,609,123,14,7,183,27,3100,0,LCAP092,2,31,38,,,0,0,0,0,36,2,231,/Game/Characters/Modular/Female/cap_609/cap_609/SkeletalMeshes/cap_609,/Game/Characters/Modular/Male/cap_609/cap_609/SkeletalMeshes/cap_609,LCAP092,Criker Hat,A light hat which is well designed for hunters.
cap_610,610,123,15,8,183,33,3100,0,LCAP092,2,31,32,,,0,0,0,0,39,2,231,/Game/Characters/Modular/Female/cap_610/cap_610/SkeletalMeshes/cap_610,/Game/Characters/Modular/Male/cap_610/cap_610/SkeletalMeshes/cap_610,LCAP092,Criker Hat,A light hat which is well designed for hunters.
cap_611,611,123,16,9,183,37,3100,0,LCAP092,2,31,36,,,0,0,0,0,44,2,231,/Game/Characters/Modular/Female/cap_611/cap_611/SkeletalMeshes/cap_611,/Game/Characters/Modular/Male/cap_611/cap_611/SkeletalMeshes/cap_611,LCAP092,Criker Hat,A light hat which is well designed for hunters.
cap_612,612,123,19,11,183,42,3100,0,LCAP092,2,31,41,,,0,0,0,0,49,2,231,/Game/Characters/Modular/Female/cap_612/cap_612/SkeletalMeshes/cap_612,/Game/Characters/Modular/Male/cap_612/cap_612/SkeletalMeshes/cap_612,LCAP092,Criker Hat,A light hat which is well designed for hunters.
cap_613,613,123,20,12,183,45,3100,0,LCAP092,2,31,44,,,0,0,0,0,52,2,231,/Game/Characters/Modular/Female/cap_613/cap_613/SkeletalMeshes/cap_613,/Game/Characters/Modular/Male/cap_613/cap_613/SkeletalMeshes/cap_613,LCAP092,Criker Hat,A light hat which is well designed for hunters.
cap_614,614,123,15,8,184,34,6200,0,LCAP093,2,31,53,,,0,0,0,0,37,2,231,/Game/Characters/Modular/Female/cap_614/cap_614/SkeletalMeshes/cap_614,/Game/Characters/Modular/Male/cap_614/cap_614/SkeletalMeshes/cap_614,LCAP093,Ranger Hat,A nice hat for veteran hunters.
cap_615,615,123,16,9,184,34,6200,0,LCAP093,2,31,55,,,0,0,0,0,38,2,231,/Game/Characters/Modular/Female/cap_615/cap_615/SkeletalMeshes/cap_615,/Game/Characters/Modular/Male/cap_615/cap_615/SkeletalMeshes/cap_615,LCAP093,Ranger Hat,A nice hat for veteran hunters.
cap_616,616,123,18,10,184,34,6200,0,LCAP093,2,31,58,,,0,0,0,0,38,2,231,/Game/Characters/Modular/Female/cap_616/cap_616/SkeletalMeshes/cap_616,/Game/Characters/Modular/Male/cap_616/cap_616/SkeletalMeshes/cap_616,LCAP093,Ranger Hat,A nice hat for veteran hunters.
cap_617,617,123,18,11,184,40,6200,0,LCAP093,2,31,52,,,0,0,0,0,41,2,231,/Game/Characters/Modular/Female/cap_617/cap_617/SkeletalMeshes/cap_617,/Game/Characters/Modular/Male/cap_617/cap_617/SkeletalMeshes/cap_617,LCAP093,Ranger Hat,A nice hat for veteran hunters.
cap_618,618,123,20,12,184,44,6200,0,LCAP093,2,31,56,,,0,0,0,0,46,2,231,/Game/Characters/Modular/Female/cap_618/cap_618/SkeletalMeshes/cap_618,/Game/Characters/Modular/Male/cap_618/cap_618/SkeletalMeshes/cap_618,LCAP093,Ranger Hat,A nice hat for veteran hunters.
cap_619,619,123,23,14,184,49,6200,0,LCAP093,2,31,61,,,0,0,0,0,51,2,231,/Game/Characters/Modular/Female/cap_619/cap_619/SkeletalMeshes/cap_619,/Game/Characters/Modular/Male/cap_619/cap_619/SkeletalMeshes/cap_619,LCAP093,Ranger Hat,A nice hat for veteran hunters.
cap_620,620,123,25,15,184,52,6200,0,LCAP093,2,31,64,,,0,0,0,0,54,2,231,/Game/Characters/Modular/Female/cap_620/cap_620/SkeletalMeshes/cap_620,/Game/Characters/Modular/Male/cap_620/cap_620/SkeletalMeshes/cap_620,LCAP093,Ranger Hat,A nice hat for veteran hunters.
cap_621,621,123,20,11,185,40,12100,0,LCAP094,2,31,73,,,0,0,0,0,39,2,231,/Game/Characters/Modular/Female/cap_621/cap_621/SkeletalMeshes/cap_621,/Game/Characters/Modular/Male/cap_621/cap_621/SkeletalMeshes/cap_621,LCAP094,Black Pirate Hat,A hat which is used by many pirates in the Black Sea.
cap_622,622,123,21,12,185,40,12100,0,LCAP094,2,31,75,,,0,0,0,0,40,2,231,/Game/Characters/Modular/Female/cap_622/cap_622/SkeletalMeshes/cap_622,/Game/Characters/Modular/Male/cap_622/cap_622/SkeletalMeshes/cap_622,LCAP094,Black Pirate Hat,A hat which is used by many pirates in the Black Sea.
