Name,MotionRow,MotionCol,Action,AnimName,ZmoPath
m_465_7,465,7,ATTACK03,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_465_8,465,8,ATTACK03,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_465_9,465,9,ATTACK03,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_465_10,465,10,ATTACK03,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_465_11,465,11,ATTACK03,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_465_12,465,12,ATTACK03,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_465_13,465,13,ATTACK03,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_465_14,465,14,ATTACK03,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_465_15,465,15,ATTACK03,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_465_16,465,16,ATTACK03,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_465_17,465,17,ATTACK03,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_465_18,465,18,ATTACK03,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
m_465_19,465,19,ATTACK03,Eagle_Attack,3Ddata\PAT\CASTLEGEAR\EAGLE\Eagle_Attack.ZMO
