11????,,,,3 digits,0~999999,0~200,0~999,,(501~560),(69~89),,????STB,,,,,Condition Ability 1,Condition 2,Reward Ability 2,Reward 2,Function names,file_effect,,,Cooldown Group,Cooldown Time,Condition Ability 2,Condition 2,Reward Ability 2,Reward 2,Combat Block,Seasonal Event,LUA,PvP Block,Confirm,Name Strings
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evergloom Box,,,6,350,0,1,1,50,9930,63,581,,,,,,,,307,1,3,,,,2,1,,,,,,,,,,LUSE1473
Sphere Of Requiem,,,6,350,0,1,1,50,9890,63,581,20,4,200,1,,,,306,1,1,,,,2,1,,,,,,,,,,LUSE1474
Lens of Dawn,,,,350,0,1,1,50,9804,63,581,20,3,196,5,,31,200,304,1,1,,,,2,1,,,,,,,,,,LUSE1475
Blue Box,,,,350,0,1,1,50,9839,63,581,20,4,195,5,,,,303,1,3,,,,2,1,,,,,,,,,,LUSE1476
Ullr's Vision Cube,,,,350,0,1,1,50,9806,63,581,,,,15,,,,302,1,1,,,,2,1,,,,,,,,,,LUSE1477
Unholy Prism,,,,350,0,1,1,50,9663,63,581,,,,15,,,,297,1,1,,,,2,1,,,,,,,,,,LUSE1478
Blazing Box,,,,350,0,1,1,50,8652,63,581,,,,15,,,,259,1,2,,,,2,1,,,,,,,,,,LUSE1479
Iron Box,,,,350,0,1,1,50,8653,63,581,,,,15,,,,260,1,5,,,,2,1,,,,,,,,,,LUSE1480
Rusty Box,,,,350,0,1,1,50,8654,63,581,,,,15,,,,261,1,3,,,,2,1,,,,,,,,,,LUSE1481
Box of Twilight,,,,350,0,1,1,50,9552,63,581,,,,15,,,,290,1,1,,,,2,1,,,,,,,,,,LUSE1482
Bronze Soldier Chest (Visitor),,,11,375,1000,0,0,3,6253,1006,581,,,,150,,,,100,1,5,1030,,,2,1,,,,,,,,,1,LUSE855
Silver Soldier Chest (Visitor),,,11,375,1000,0,0,3,6254,1006,581,,,,300,,,,120,1,5,1050,,,2,1,,,,,,,,,1,LUSE856
Gold Soldier Chest (Visitor),,,11,375,1000,0,0,3,6255,1006,581,,,,500,,,,140,1,5,1070,,,2,1,,,,,,,,,1,LUSE857
Bronze Muse Chest (Visitor),,,11,375,1000,0,0,3,6259,1006,581,,,,150,,,,101,1,5,1031,,,2,1,,,,,,,,,1,LUSE858
Silver Muse Chest (Visitor),,,11,375,1000,0,0,3,6260,1006,581,,,,300,,,,121,1,5,1051,,,2,1,,,,,,,,,1,LUSE859
Gold Muse Chest (Visitor),,,11,375,1000,0,0,3,6261,1006,581,,,,500,,,,141,1,5,1071,,,2,1,,,,,,,,,1,LUSE860
Bronze Hawker Chest (Visitor),,,11,375,1000,0,0,3,6256,1006,581,,,,150,,,,102,1,5,1032,,,2,1,,,,,,,,,1,LUSE861
Silver Hawker Chest (Visitor),,,11,375,1000,0,0,3,6257,1006,581,,,,300,,,,122,1,5,1052,,,2,1,,,,,,,,,1,LUSE862
Gold Hawker Chest (Visitor),,,11,375,1000,0,0,3,6258,1006,581,,,,500,,,,142,1,5,1072,,,2,1,,,,,,,,,1,LUSE863
Bronze Dealer Chest (Visitor),,,11,375,1000,0,0,3,6262,1006,581,,,,150,,,,103,1,5,1033,,,2,1,,,,,,,,,1,LUSE864
Silver Dealer Chest (Visitor),,,11,375,1000,0,0,3,6263,1006,581,,,,300,,,,123,1,5,1053,,,2,1,,,,,,,,,1,LUSE865
Gold Dealer Chest (Visitor),,,11,375,1000,0,0,3,6264,1006,581,,,,500,,,,143,1,5,1073,,,2,1,,,,,,,,,1,LUSE866
,,,,350,1000,0,0,6,2899,1006,581,,,,,,,,,,,1034,,,2,1,,,,,,,,,,
,,,,350,1000,0,0,6,2900,1006,581,,,,,,,,,,,1054,,,2,1,,,,,,,,,,
Random Chest (Visitor),,,11,375,1000,0,0,3,6305,1006,581,,,,600,,,,144,1,0,1074,,,2,1,,,,,,,,,1,LUSE869
,,,,,,,,,,,581,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,581,,,,,,,,,,,,,,,,,,,,,,,,,
Bronze Soldier Chest (Veteran),,,11,375,1000,0,0,3,6266,1006,581,,,,300,,,,105,1,5,1035,,,2,1,,,,,,,,,1,LUSE220
Silver Soldier Chest (Veteran),,,11,375,1000,0,0,3,6267,1006,581,,,,600,,,,125,1,5,1055,,,2,1,,,,,,,,,1,LUSE221
Gold Soldier Chest (Veteran),,,11,375,1000,0,0,3,6268,1006,581,,,,1000,,,,145,1,5,1075,,,2,1,,,,,,,,,1,LUSE222
Bronze Muse Chest (Veteran),,,11,375,1000,0,0,3,6272,1006,581,,,,300,,,,106,1,5,1036,,,2,1,,,,,,,,,1,LUSE223
Silver Muse Chest (Veteran),,,11,375,1000,0,0,3,6273,1006,581,,,,600,,,,126,1,5,1056,,,2,1,,,,,,,,,1,LUSE224
Gold Muse Chest (Veteran),,,11,375,1000,0,0,3,6274,1006,581,,,,1000,,,,146,1,5,1076,,,2,1,,,,,,,,,1,LUSE225
Bronze Hawker Chest (Veteran),,,11,375,1000,0,0,3,6269,1006,581,,,,300,,,,107,1,5,1037,,,2,1,,,,,,,,,1,LUSE226
Silver Hawker Chest (Veteran),,,11,375,1000,0,0,3,6270,1006,581,,,,600,,,,127,1,5,1057,,,2,1,,,,,,,,,1,LUSE227
Gold Hawker Chest (Veteran),,,11,375,1000,0,0,3,6271,1006,581,,,,1000,,,,147,1,5,1077,,,2,1,,,,,,,,,1,LUSE228
Bronze Dealer Chest (Veteran),,,11,375,1000,0,0,3,6275,1006,581,,,,300,,,,108,1,5,1038,,,2,1,,,,,,,,,1,LUSE229
Silver Dealer Chest (Veteran),,,11,375,1000,0,0,3,6276,1006,581,,,,600,,,,128,1,5,1058,,,2,1,,,,,,,,,1,LUSE230
Gold Dealer Chest (Veteran),,,11,375,1000,0,0,3,6277,1006,581,,,,1000,,,,148,1,5,1078,,,2,1,,,,,,,,,1,LUSE231
,,,,350,1000,0,0,6,2899,1006,581,,,,,,,,,,,1039,,,2,1,,,,,,,,,,
,,,,350,1000,0,0,6,2900,1006,581,,,,,,,,,,,1059,,,2,1,,,,,,,,,,
Random Chest (Veteran),,,11,375,1000,0,0,3,6306,1006,581,,,,1200,,,,149,1,0,1079,,,2,1,,,,,,,,,1,LUSE234
Bronze Soldier Chest (Elite),,,11,375,1000,0,0,3,6279,1006,581,,,,750,,,,110,1,5,1040,,,2,1,,,,,,,,,1,LUSE235
Silver Soldier Chest (Elite),,,11,375,1000,0,0,3,6280,1006,581,,,,1500,,,,130,1,5,1060,,,2,1,,,,,,,,,1,LUSE236
Gold Soldier Chest (Elite),,,11,375,1000,0,0,3,6281,1006,581,,,,2500,,,,150,1,5,1080,,,2,1,,,,,,,,,1,LUSE237
Bronze Muse Chest (Elite),,,11,375,1000,0,0,3,6285,1006,581,,,,750,,,,111,1,5,1041,,,2,1,,,,,,,,,1,LUSE238
Silver Muse Chest (Elite),,,11,375,1000,0,0,3,6286,1006,581,,,,1500,,,,131,1,5,1061,,,2,1,,,,,,,,,1,LUSE239
Gold Muse Chest (Elite),,,11,375,1000,0,0,3,6287,1006,581,,,,2500,,,,151,1,5,1081,,,2,1,,,,,,,,,1,LUSE240
Bronze Hawker Chest (Elite),,,11,375,1000,0,0,3,6282,1006,581,,,,750,,,,112,1,5,1042,,,2,1,,,,,,,,,1,LUSE241
Silver Hawker Chest (Elite),,,11,375,1000,0,0,3,6283,1006,581,,,,1500,,,,132,1,5,1062,,,2,1,,,,,,,,,1,LUSE242
Gold Hawker Chest (Elite),,,11,375,1000,0,0,3,6284,1006,,,,,2500,,,,152,1,5,1082,,,2,1,,,,,,,,,1,LUSE243
Bronze Dealer Chest (Elite),,,11,375,1000,0,0,3,6288,1006,581,,,,750,,,,113,1,5,1043,,,2,1,,,,,,,,,1,LUSE244
Silver Dealer Chest (Elite),,,11,375,1000,0,0,3,6289,1006,581,,,,1500,,,,133,1,5,1063,,,2,1,,,,,,,,,1,LUSE245
Gold Dealer Chest (Elite),,,11,375,1000,0,0,3,6290,1006,581,,,,2500,,,,153,1,5,1083,,,2,1,,,,,,,,,1,LUSE246
,,,,350,1000,0,0,6,2899,1006,581,,,,,,,,,,,1044,,,2,1,,,,,,,,,,
,,,,350,1000,0,0,6,2900,1006,581,,,,,,,,,,,1064,,,2,1,,,,,,,,,,
Random Chest (Elite),,,11,375,1000,0,0,3,6307,1006,581,,,,3000,,,,154,1,5,1084,,,2,1,,,,,,,,,1,LUSE249
Bronze Soldier Chest (Nightmare),,,11,375,1000,0,0,3,6292,1006,581,,,,1500,,,,115,1,5,1045,,,2,1,,,,,,,,,1,LUSE250
Silver Soldier Chest (Nightmare),,,11,375,1000,0,0,3,6293,1006,581,,,,3000,,,,135,1,5,1065,,,2,1,,,,,,,,,1,LUSE251
Gold Soldier Chest (Nightmare),,,11,375,1000,0,0,3,6294,1006,581,,,,5000,,,,155,1,5,1085,,,2,1,,,,,,,,,1,LUSE252
Bronze Muse Chest (Nightmare),,,11,375,1000,0,0,3,6298,1006,581,,,,1500,,,,116,1,5,1046,,,2,1,,,,,,,,,1,LUSE253
Silver Muse Chest (Nightmare),,,11,375,1000,0,0,3,6299,1006,,,,,3000,,,,136,1,5,1066,,,2,1,,,,,,,,,1,LUSE254
Gold Muse Chest (Nightmare),,,11,375,1000,0,0,3,6300,1006,581,,,,5000,,,,156,1,5,1086,,,2,1,,,,,,,,,1,LUSE255
Bronze Hawker Chest (Nightmare),,,11,375,1000,0,0,3,6295,1006,581,,,,1500,,,,117,1,5,1047,,,2,1,,,,,,,,,1,LUSE256
Silver Hawker Chest (Nightmare),,,11,375,1000,0,0,3,6296,1006,581,,,,3000,,,,137,1,5,1067,,,2,1,,,,,,,,,1,LUSE257
Gold Hawker Chest (Nightmare),,,11,375,1000,0,0,3,6297,1006,581,,,,5000,,,,157,1,5,1087,,,2,1,,,,,,,,,1,LUSE258
Bronze Dealer Chest (Nightmare),,,11,375,1000,0,0,3,6301,1006,581,,,,1500,,,,118,1,5,1048,,,2,1,,,,,,,,,1,LUSE259
Silver Dealer Chest (Nightmare),,,11,375,1000,0,0,3,6302,1006,581,,,,3000,,,,138,1,5,1068,,,2,1,,,,,,,,,1,LUSE260
Gold Dealer Chest (Nightmare),,,11,375,1000,0,0,3,6303,1006,581,,,,5000,,,,158,1,5,1088,,,2,1,,,,,,,,,1,LUSE261
,,,,350,1000,0,0,6,2899,1006,581,,,,,,,,,,,1049,,,2,1,,,,,,,,,,
,,,,350,1000,0,0,6,2900,1006,581,,,,,,,,,,,1069,,,2,1,,,,,,,,,,
Random Chest (Nightmare),,,11,375,1000,0,0,3,6308,1006,581,,,,6000,,,,159,1,0,1089,,,2,1,,,,,,,,,1,LUSE264
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crowd Control (Reflect Damage),,,6,314,0,0,0,0,1713,,,,,,,,,,,3191,0,,548,,,3,,,,,,,,,,LUSE1546
GM Agility Down,,,6,314,0,0,0,0,1713,,,,,,,,,,,3249,0,,548,,,3,,,,,,,,,,LUSE1547
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Icicle,,,,313,0,5,25,30,1664,151,579,,,,,,,,,3941,,,,,,3,,,,,,,,,,LUSE1606
Green Icicle,,,,313,0,5,25,30,1665,151,579,,,,,,,,,3942,,,,,,3,,,,,,,,,,LUSE1607
White Icicle,,,,313,0,5,25,30,1666,151,579,,,,,,,,,3943,,,,,,3,,,,,,,,,,LUSE1608
Black Icicle,,,,313,0,5,25,30,3856,151,579,,,,,,,,,3940,,,,,,3,,,,,,,,,,LUSE1609
Red Icicle,,,,313,0,5,25,30,1667,151,579,,,,,,,,,3944,,,,,,3,,,,,,,,,,LUSE1610
Purple Icicle,,,,313,0,5,25,30,3857,151,579,,,,,,,,,3945,,,,,,3,,,,,,,,,,LUSE1611
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health Vial (S),,,13,311,0,1,15,30,5239,110,584,,,,,,,,16,200,,143,548,2,1,5,,,,,,,,,,LUSE001
Health Vial (M),,,13,311,0,2,15,30,5240,111,584,,,,,,,,16,400,,143,548,2,1,5,,,,,,,,,,LUSE002
Health Vial (L),,,13,311,0,3,15,30,5241,112,584,,,,,,,,16,800,,143,548,2,1,5,,,,,,,,,,LUSE003
Mana Vial (S),,,13,311,0,1,15,30,5252,113,584,,,,,,,,17,150,,144,548,5,1,5,,,,,,,,,,LUSE021
Mana Vial (M),,,13,311,0,2,15,30,5253,114,584,,,,,,,,17,300,,144,548,5,1,5,,,,,,,,,,LUSE022
Mana Vial (L),,,13,311,0,3,15,30,5254,115,584,,,,,,,,17,500,,144,548,5,1,5,,,,,,,,,,LUSE023
Blue Icicle,,,13,313,0,5,25,30,1664,151,579,,,,,,,,,3121,,,,,,3,,,,,,,,,,LUSE1606
Green Icicle,,,13,313,0,5,25,30,1665,151,579,,,,,,,,,3122,,,,,,3,,,,,,,,,,LUSE1607
White Icicle,,,13,313,0,5,25,30,1666,151,579,,,,,,,,,3123,,,,,,3,,,,,,,,,,LUSE1608
Black Icicle,,,13,313,0,5,25,30,3856,151,579,,,,,,,,,3120,,,,,,3,,,,,,,,,,LUSE1609
Red Icicle,,,13,313,0,5,25,30,1667,151,579,,,,,,,,,3124,,,,,,3,,,,,,,,,,LUSE1610
Purple Icicle,,,13,313,0,5,25,30,3857,151,579,,,,,,,,,3125,,,,,,3,,,,,,,,,,LUSE1611
Power Gun Shot Scroll,,,13,313,0,5,30,30,1691,151,579,,,,,,,,,2720,,,,,,3,,,,,,,,,,LUSE1612
Twin Shot Scroll,,,13,313,0,5,30,30,1691,151,579,,,,,,,,,2721,,,,,,3,,,,,,,,,,LUSE1613
Sniping Shot Scroll,,,13,313,0,5,30,30,1691,151,579,,,,,,,,,2722,,,,,,3,,,,,,,,,,LUSE1614
Aim Sight Scroll,,,13,313,0,5,30,30,1691,151,579,,,,,,,,,2723,,,,,,3,,,,,,,,,,LUSE1615
Power Attack Scroll,,,13,313,0,5,30,30,1691,151,579,,,,,,,,,2724,,,,,,3,,,,,,,,,,LUSE1616
Double Slash Scroll,,,13,313,0,5,30,30,1691,151,579,,,,,,,,,2725,,,,,,3,,,,,,,,,,LUSE1617
Screw Attack Scroll,,,13,313,0,5,30,30,1691,151,579,,,,,,,,,2726,,,,,,3,,,,,,,,,,LUSE1618
Aim Shot Scroll,,,13,313,0,5,30,30,1691,151,579,,,,,,,,,2727,,,,,,3,,,,,,,,,,LUSE1619
Double Shot Scroll,,,13,313,0,5,30,30,1691,151,579,,,,,,,,,2728,,,,,,3,,,,,,,,,,LUSE1620
Binding Arrow Scroll,,,13,313,0,5,30,30,1691,151,579,,,,,,,,,2729,,,,,,3,,,,,,,,,,LUSE1621
Mana Bolt Scroll,,,13,313,0,5,30,30,1691,151,579,,,,,,,,,2730,,,,,,3,,,,,,,,,,LUSE1622
Staff Stun Scroll,,,13,313,0,5,30,30,1691,151,579,,,,,,,,,2731,,,,,,3,,,,,,,,,,LUSE1623
Lightning Scroll,,,13,313,0,5,30,30,1691,151,579,,,,,,,,,2732,,,,,,3,,,,,,,,,,LUSE1624
Fire Ring Scroll,,,13,313,0,5,30,30,1691,151,579,,,,,,,,,2733,,,,,,3,,,,,,,,,,LUSE1625
Heavy Attack Scroll,,,13,313,0,5,30,30,1691,151,579,,,,,,,,,2734,,,,,,3,,,,,,,,,,LUSE1626
Double Attack Scroll,,,13,313,0,5,30,30,1691,151,579,,,,,,,,,2735,,,,,,3,,,,,,,,,,LUSE1627
Impact Wave Scroll,,,13,313,0,5,30,30,1691,151,579,,,,,,,,,2736,,,,,,3,,,,,,,,,,LUSE1628
Champion Hit Scroll,,,13,313,0,5,30,30,1691,151,579,,,,,,,,,2737,,,,,,3,,,,,,,,,,LUSE1629
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
